2023-03-06 15:02:06,938	a_button	Pressed	other
2023-03-06 15:02:06,983	x_button	Pressed	other
2023-03-06 15:02:07,146	a_button	Released	other
2023-03-06 15:02:07,206	x_button	Released	other
2023-03-06 15:02:07,279	a_button	Pressed	other
2023-03-06 15:02:07,283	x_button	Pressed	other
2023-03-06 15:02:07,338	a_button	Released	other
2023-03-06 15:02:07,379	a_button	Pressed	other
2023-03-06 15:02:07,414	right_bumper	Pressed	other
2023-03-06 15:02:07,575	right_bumper	Released	other
2023-03-06 15:02:07,595	x_button	Released	other
2023-03-06 15:02:07,663	right_bumper	Pressed	other
2023-03-06 15:02:07,691	x_button	Pressed	other
2023-03-06 15:02:07,762	a_button	Released	other
2023-03-06 15:02:07,806	right_bumper	Released	other
2023-03-06 15:02:07,835	x_button	Released	other
2023-03-06 15:02:07,851	x_button	Pressed	other
2023-03-06 15:02:07,927	right_trigger	Pressed	other
2023-03-06 15:02:08,058	right_trigger	Released	other
2023-03-06 15:02:08,078	a_button	Pressed	other
2023-03-06 15:02:08,079	x_button	Released	other
2023-03-06 15:02:08,094	a_button	Released	other
2023-03-06 15:02:08,162	a_button	Pressed	other
2023-03-06 15:02:08,190	right_trigger	Pressed	other
2023-03-06 15:02:08,198	x_button	Pressed	other
2023-03-06 15:02:08,271	x_button	Released	other
2023-03-06 15:02:08,326	a_button	Released	other
2023-03-06 15:02:08,346	right_trigger	Released	other
2023-03-06 15:02:08,382	a_button	Pressed	other
2023-03-06 15:02:08,406	x_button	Pressed	other
2023-03-06 15:02:08,423	right_trigger	Pressed	other
2023-03-06 15:02:08,450	a_button	Released	other
2023-03-06 15:02:08,510	a_button	Pressed	other
2023-03-06 15:02:08,551	x_button	Released	other
2023-03-06 15:02:08,555	right_trigger	Released	other
2023-03-06 15:02:08,571	a_button	Released	other
2023-03-06 15:02:08,607	left_trigger	Pressed	other
2023-03-06 15:02:08,630	left_trigger	Pressed	other
2023-03-06 15:02:08,674	left_trigger	Pressed	other
2023-03-06 15:02:08,699	left_trigger	Released	other
2023-03-06 15:02:08,711	right_bumper	Pressed	other
2023-03-06 15:02:08,722	a_button	Pressed	other
2023-03-06 15:02:08,770	x_button	Pressed	other
2023-03-06 15:02:08,810	x_button	Released	other
2023-03-06 15:02:08,835	a_button	Released	other
2023-03-06 15:02:08,839	right_bumper	Released	other
2023-03-06 15:02:08,906	right_bumper	Pressed	other
2023-03-06 15:02:08,923	a_button	Pressed	other
2023-03-06 15:02:08,927	x_button	Pressed	other
2023-03-06 15:02:08,943	a_button	Released	other
2023-03-06 15:02:09,030	right_bumper	Released	other
2023-03-06 15:02:09,030	x_button	Released	other
2023-03-06 15:02:09,118	right_bumper	Pressed	other
2023-03-06 15:02:09,122	x_button	Pressed	other
2023-03-06 15:02:09,235	right_bumper	Released	other
2023-03-06 15:02:09,235	x_button	Released	other
2023-03-06 15:02:09,266	left_stick_x	Pressed	other
2023-03-06 15:02:09,290	left_stick_y	Pressed	other
2023-03-06 15:02:09,314	left_stick_y	Pressed	other
2023-03-06 15:02:09,339	left_stick_y	Pressed	other
2023-03-06 15:02:09,359	left_stick_y	Pressed	other
2023-03-06 15:02:09,375	right_bumper	Pressed	other
2023-03-06 15:02:09,383	left_stick_y	Pressed	other
2023-03-06 15:02:09,399	x_button	Pressed	other
2023-03-06 15:02:09,403	left_stick_y	Pressed	other
2023-03-06 15:02:09,462	left_stick_x	Pressed	other
2023-03-06 15:02:09,483	left_stick_x	Pressed	other
2023-03-06 15:02:09,503	left_stick_x	Pressed	other
2023-03-06 15:02:09,534	x_button	Released	other
2023-03-06 15:02:09,534	left_stick_x	Pressed	other
2023-03-06 15:02:09,542	right_bumper	Released	other
2023-03-06 15:02:09,558	left_stick_x	Pressed	other
2023-03-06 15:02:09,578	left_stick_x	Pressed	other
2023-03-06 15:02:09,598	left_stick_x	Pressed	other
2023-03-06 15:02:09,623	left_stick_x	Pressed	other
2023-03-06 15:02:09,642	left_stick_x	Pressed	other
2023-03-06 15:02:09,662	left_stick_x	Pressed	other
2023-03-06 15:02:09,674	left_stick_button	Pressed	other
2023-03-06 15:02:09,682	x_button	Pressed	other
2023-03-06 15:02:09,755	left_stick_y	Pressed	other
2023-03-06 15:02:09,771	x_button	Released	other
2023-03-06 15:02:09,775	left_stick_y	Pressed	other
2023-03-06 15:02:09,799	left_stick_y	Pressed	other
2023-03-06 15:02:09,818	left_stick_y	Pressed	other
2023-03-06 15:02:09,866	left_stick_x	Pressed	other
2023-03-06 15:02:09,866	left_stick_y	Pressed	other
2023-03-06 15:02:09,890	left_stick_x	Pressed	other
2023-03-06 15:02:09,890	left_stick_y	Pressed	other
2023-03-06 15:02:09,898	x_button	Pressed	other
2023-03-06 15:02:09,914	left_stick_x	Pressed	other
2023-03-06 15:02:09,919	left_stick_y	Pressed	other
2023-03-06 15:02:09,939	left_stick_x	Pressed	other
2023-03-06 15:02:09,943	left_stick_y	Pressed	other
2023-03-06 15:02:09,962	left_stick_x	Pressed	other
2023-03-06 15:02:09,970	left_stick_y	Pressed	other
2023-03-06 15:02:09,994	left_stick_y	Pressed	other
2023-03-06 15:02:10,006	left_stick_x	Pressed	other
2023-03-06 15:02:10,014	x_button	Released	other
2023-03-06 15:02:10,018	left_stick_y	Pressed	other
2023-03-06 15:02:10,042	left_stick_y	Pressed	other
2023-03-06 15:02:10,066	left_stick_x	Pressed	other
2023-03-06 15:02:10,067	left_stick_y	Pressed	other
2023-03-06 15:02:10,086	x_button	Pressed	other
2023-03-06 15:02:10,090	left_stick_y	Pressed	other
2023-03-06 15:02:10,094	left_stick_x	Pressed	other
2023-03-06 15:02:10,115	left_stick_y	Pressed	other
2023-03-06 15:02:10,118	left_stick_x	Pressed	other
2023-03-06 15:02:10,134	left_stick_y	Released	other
2023-03-06 15:02:10,146	left_stick_x	Pressed	other
2023-03-06 15:02:10,170	left_stick_x	Pressed	other
2023-03-06 15:02:10,178	left_stick_y	Pressed	other
2023-03-06 15:02:10,194	left_stick_button	Released	other
2023-03-06 15:02:10,194	x_button	Released	other
2023-03-06 15:02:10,195	left_stick_x	Released	other
2023-03-06 15:02:10,198	left_stick_y	Pressed	other
2023-03-06 15:02:10,219	left_stick_y	Pressed	other
2023-03-06 15:02:10,239	left_stick_y	Pressed	other
2023-03-06 15:02:10,351	left_stick_x	Pressed	other
2023-03-06 15:02:10,375	left_stick_x	Pressed	other
2023-03-06 15:02:10,403	left_stick_x	Pressed	other
2023-03-06 15:02:10,422	left_stick_x	Released	other
2023-03-06 15:02:10,442	left_stick_y	Released	other
